customer_id,total_value,successful_actions,failed_actions,support_tickets,refunds_or_cancellations,avg_frequency,feature_diversity,value_score,effort_score,net_contribution,segment
27280,1086.32,8,2,1,1,1.86,2,22.88,26.0,-3.12,Growth Potential
27281,1444.81,15,4,3,2,2.95,1,32.01,62.0,-29.99,Drainer
27282,1287.88,14,0,3,0,6.31,8,28.46,30.0,-1.54,Growth Potential
27283,2324.34,16,1,2,1,1.06,6,50.97,32.0,18.97,Champion
27284,3628.59,19,3,1,0,4.0,6,79.4,22.0,57.4,Champion
27285,640.23,16,6,0,0,1.5,7,15.08,24.0,-8.92,Growth Potential
27286,1424.71,15,2,0,1,4.11,6,31.58,16.0,15.58,Growth Potential
27287,1208.99,10,2,0,0,3.19,10,25.92,8.0,17.92,Growth Potential
27288,1319.68,11,5,2,0,7.83,5,28.49,40.0,-11.51,Growth Potential
27289,1193.23,8,7,1,0,7.67,3,25.16,38.0,-12.84,Growth Potential
27290,1323.68,8,3,3,1,3.44,6,27.94,50.0,-22.06,Drainer
27291,2958.12,17,3,0,0,5.3,2,64.68,12.0,52.68,Champion
27292,891.96,9,3,1,0,2.57,7,18.95,22.0,-3.05,Growth Potential
27293,937.17,7,6,0,1,8.55,5,19.49,32.0,-12.51,Growth Potential
27294,1274.72,12,2,1,0,6.66,2,27.75,18.0,9.75,Growth Potential
27295,1691.71,10,6,1,0,2.17,9,36.21,34.0,2.21,Growth Potential
27296,846.48,8,2,1,0,3.23,7,17.77,18.0,-0.23,Growth Potential
27297,292.77,6,3,0,0,3.68,6,5.55,12.0,-6.45,Growth Potential
27298,1685.91,13,3,0,2,9.49,2,36.72,28.0,8.72,Growth Potential
27299,1629.36,16,2,3,1,10.4,5,36.16,46.0,-9.84,Growth Potential
27300,2543.71,17,4,1,0,1.47,3,55.85,26.0,29.85,Champion
27301,1241.75,12,4,1,0,9.05,11,27.05,26.0,1.05,Growth Potential
27302,1341.35,17,3,0,1,4.5,8,30.23,20.0,10.23,Growth Potential
27303,1369.85,19,5,1,0,0.65,9,31.27,30.0,1.27,Growth Potential
27304,2210.54,18,4,0,1,1.99,8,48.97,24.0,24.97,Growth Potential
27305,1563.72,12,1,0,0,1.3,1,33.91,4.0,29.91,Growth Potential
27306,1643.68,15,2,2,2,8.49,10,36.25,44.0,-7.75,Growth Potential
27307,2287.56,16,4,1,1,9.56,6,50.18,34.0,16.18,Champion
27308,2626.24,17,2,2,0,2.81,10,57.61,28.0,29.61,Champion
27309,1132.75,13,3,1,1,4.0,4,24.94,30.0,-5.06,Growth Potential
27310,1039.76,8,0,0,0,9.49,4,21.89,0.0,21.89,Growth Potential
27311,1538.74,16,4,0,0,2.92,4,34.23,16.0,18.23,Growth Potential
27312,381.75,4,2,0,1,4.04,1,7.02,16.0,-8.98,Growth Potential
27313,659.19,7,3,1,1,7.4,5,13.57,30.0,-16.43,Growth Potential
27314,1202.39,13,5,1,2,0.88,1,26.42,46.0,-19.58,Growth Potential
27315,1218.69,12,3,1,1,5.6,2,26.56,30.0,-3.44,Growth Potential
27316,2858.4,15,4,0,0,2.22,6,62.13,16.0,46.13,Champion
27317,2281.54,13,2,0,1,1.46,8,49.42,16.0,33.42,Growth Potential
27318,761.02,6,1,2,0,1.2,10,15.53,24.0,-8.47,Growth Potential
27319,2569.02,21,1,0,0,4.65,1,57.25,4.0,53.25,Champion
27320,924.66,7,1,0,1,1.1,11,19.23,12.0,7.23,Growth Potential
27321,2420.42,17,2,1,0,3.39,8,53.23,18.0,35.23,Champion
27322,1169.93,11,3,0,0,0.48,9,25.3,12.0,13.3,Growth Potential
27323,1878.81,12,2,1,0,1.11,6,40.62,18.0,22.62,Growth Potential
27324,751.36,9,1,0,1,8.51,8,15.96,12.0,3.96,Growth Potential
27325,893.31,14,3,0,1,3.12,4,20.05,20.0,0.05,Growth Potential
27326,950.95,9,2,0,2,2.77,11,20.21,24.0,-3.79,Growth Potential
27327,2142.92,15,4,1,1,5.47,3,46.89,34.0,12.89,Growth Potential
27328,1681.36,11,1,2,1,1.63,2,36.2,32.0,4.2,Growth Potential
27329,334.73,5,3,2,1,6.83,10,6.23,40.0,-33.77,Growth Potential
27330,1411.26,10,5,0,1,4.09,2,30.23,28.0,2.23,Growth Potential
27331,1866.77,21,1,1,0,8.54,3,42.28,14.0,28.28,Growth Potential
27332,1734.7,13,4,0,1,0.25,2,37.76,24.0,13.76,Growth Potential
27333,1161.48,12,2,2,2,12.41,7,25.34,44.0,-18.66,Growth Potential
27334,1161.51,11,3,0,0,0.33,8,25.12,12.0,13.12,Growth Potential
27335,987.0,11,0,0,1,2.14,6,21.41,8.0,13.41,Growth Potential
27336,528.03,9,4,0,1,1.91,9,11.2,24.0,-12.8,Growth Potential
27337,1145.7,12,4,2,1,7.62,10,25.0,44.0,-19.0,Growth Potential
27338,1014.19,10,4,0,0,4.1,10,21.77,16.0,5.77,Growth Potential
27339,1155.82,11,1,0,0,6.6,2,25.0,4.0,21.0,Growth Potential
27340,779.51,9,4,3,0,0.84,6,16.56,46.0,-29.44,Growth Potential
27341,1072.21,9,2,1,2,2.11,9,22.8,34.0,-11.2,Growth Potential
27342,1676.31,12,1,1,1,4.61,4,36.31,22.0,14.31,Growth Potential
27343,1771.96,16,1,1,0,3.82,10,39.2,14.0,25.2,Growth Potential
27344,1880.14,21,2,1,0,3.06,3,42.57,18.0,24.57,Growth Potential
27345,1539.45,12,3,0,1,2.35,3,33.39,20.0,13.39,Growth Potential
27346,1513.02,11,3,0,1,1.57,5,32.61,20.0,12.61,Growth Potential
27347,1392.37,10,3,0,0,2.83,9,29.83,12.0,17.83,Growth Potential
27348,2146.66,12,3,0,2,5.61,5,46.33,28.0,18.33,Growth Potential
27349,1078.42,9,3,0,0,3.2,7,22.93,12.0,10.93,Growth Potential
27350,1599.78,10,4,0,1,10.05,9,34.25,24.0,10.25,Growth Potential
27351,1842.57,17,2,0,2,9.15,9,40.91,24.0,16.91,Growth Potential
27352,1266.54,10,3,3,1,3.84,2,27.15,50.0,-22.85,Drainer
27353,2459.36,15,2,1,0,2.01,1,53.63,18.0,35.63,Champion
27354,1849.36,11,2,1,1,1.14,3,39.78,26.0,13.78,Growth Potential
27355,1864.63,18,0,1,0,5.67,2,41.6,10.0,31.6,Growth Potential
27356,1175.27,18,4,0,1,3.71,10,26.91,24.0,2.91,Growth Potential
27357,1619.62,15,5,1,0,4.79,3,35.74,30.0,5.74,Growth Potential
27358,714.28,9,0,0,0,6.34,10,15.17,0.0,15.17,Growth Potential
27359,1341.56,9,4,0,0,3.61,8,28.53,16.0,12.53,Growth Potential
27360,1651.51,14,4,0,0,4.83,10,36.2,16.0,20.2,Growth Potential
27361,1396.89,11,3,0,0,4.45,1,30.14,12.0,18.14,Growth Potential
27362,2491.49,12,2,0,0,2.45,11,53.68,8.0,45.68,Champion
27363,748.42,9,0,1,2,3.08,9,15.9,26.0,-10.1,Growth Potential
27364,1495.52,14,2,1,0,6.4,4,32.88,18.0,14.88,Growth Potential
27365,1272.13,11,5,2,0,1.7,9,27.48,40.0,-12.52,Growth Potential
27366,1616.49,14,1,1,0,2.72,2,35.46,14.0,21.46,Growth Potential
27367,1567.85,11,6,0,1,0.7,10,33.78,32.0,1.78,Growth Potential
27368,751.69,8,3,0,0,0.79,9,15.75,12.0,3.75,Growth Potential
27369,2407.76,18,2,1,0,0.7,1,53.17,18.0,35.17,Champion
27370,1087.7,10,3,2,1,0.33,4,23.34,40.0,-16.66,Growth Potential
27371,1896.29,14,4,1,0,6.18,11,41.42,26.0,15.42,Growth Potential
27372,857.11,8,2,1,1,4.08,10,18.0,26.0,-8.0,Growth Potential
27373,2365.5,15,3,3,0,3.18,4,51.63,42.0,9.63,Champion
27374,1717.75,14,6,2,1,0.95,3,37.62,52.0,-14.38,Drainer
27375,1542.69,12,5,0,1,1.2,7,33.46,28.0,5.46,Growth Potential
27376,1276.28,11,4,0,0,1.22,3,27.57,16.0,11.57,Growth Potential
27377,1895.28,13,4,4,0,3.55,6,41.19,56.0,-14.81,Drainer
27378,788.37,11,3,0,0,7.65,7,17.17,12.0,5.17,Growth Potential
27379,1331.91,12,2,4,0,5.03,1,28.97,48.0,-19.03,Growth Potential
27380,1726.88,13,5,1,0,7.35,3,37.6,30.0,7.6,Growth Potential
27381,1805.13,14,1,2,0,1.69,1,39.48,24.0,15.48,Growth Potential
27382,2135.95,15,1,1,2,1.01,6,46.74,30.0,16.74,Growth Potential
27383,1186.22,11,5,0,1,2.57,3,25.65,28.0,-2.35,Growth Potential
27384,1538.99,16,3,4,2,3.19,7,34.23,68.0,-33.77,Drainer
27385,1070.3,9,3,0,2,2.33,6,22.75,28.0,-5.25,Growth Potential
27386,1445.73,14,6,1,0,0.69,9,31.82,34.0,-2.18,Growth Potential
27387,919.19,7,5,1,1,1.37,9,19.11,38.0,-18.89,Growth Potential
27388,1934.33,15,3,1,0,2.08,3,42.44,22.0,20.44,Growth Potential
27389,1870.45,18,2,3,2,2.78,5,41.72,54.0,-12.28,Drainer
27390,1677.69,13,2,1,0,2.9,10,36.55,18.0,18.55,Growth Potential
27391,1101.24,11,6,1,0,2.46,6,23.84,34.0,-10.16,Growth Potential
27392,1166.17,11,2,0,1,1.03,6,25.22,16.0,9.22,Growth Potential
27393,1722.52,10,6,0,1,2.7,1,36.86,32.0,4.86,Growth Potential
27394,1232.19,12,7,1,2,2.03,11,26.84,54.0,-27.16,Drainer
27395,2046.96,13,3,1,1,0.69,9,44.42,30.0,14.42,Growth Potential
27396,1206.8,9,2,1,0,6.63,9,25.66,18.0,7.66,Growth Potential
27397,1270.89,15,2,0,1,4.48,8,28.31,16.0,12.31,Growth Potential
27398,1830.9,13,0,1,0,1.46,1,39.81,10.0,29.81,Growth Potential
27399,896.75,10,6,0,0,3.48,2,19.27,24.0,-4.73,Growth Potential
27400,3173.67,18,1,0,0,1.34,1,69.49,4.0,65.49,Champion
27401,1851.71,16,2,1,0,4.68,7,40.9,18.0,22.9,Growth Potential
27402,2682.96,15,8,1,0,1.51,1,58.39,42.0,16.39,Champion
27403,1726.45,13,1,0,2,2.02,8,37.59,20.0,17.59,Growth Potential
27404,1463.33,13,2,0,0,4.76,1,31.98,8.0,23.98,Growth Potential
27405,893.66,9,0,3,0,8.07,3,18.99,30.0,-11.01,Growth Potential
27406,1877.16,16,1,1,2,1.01,1,41.44,30.0,11.44,Growth Potential
27407,1460.14,12,6,0,0,0.66,4,31.7,24.0,7.7,Growth Potential
27408,1262.5,11,4,0,0,3.86,8,27.28,16.0,11.28,Growth Potential
27409,410.76,6,1,0,0,0.96,9,8.06,4.0,4.06,Growth Potential
27410,1155.33,9,5,2,0,3.04,3,24.57,40.0,-15.43,Growth Potential
27411,1322.16,13,3,0,1,0.27,7,28.97,20.0,8.97,Growth Potential
27412,880.99,8,3,1,0,8.73,4,18.51,22.0,-3.49,Growth Potential
27413,1352.46,8,6,4,0,1.4,1,28.55,64.0,-35.45,Drainer
27414,1769.1,13,1,0,1,3.13,3,38.5,12.0,26.5,Growth Potential
27415,1256.59,9,5,0,0,2.56,2,26.72,20.0,6.72,Growth Potential
27416,1080.57,8,7,0,1,3.43,3,22.76,36.0,-13.24,Growth Potential
27417,1719.61,14,4,0,1,1.24,5,37.66,24.0,13.66,Growth Potential
27418,876.32,9,2,1,1,5.82,1,18.62,26.0,-7.38,Growth Potential
27419,1346.94,11,1,2,1,11.24,11,29.08,32.0,-2.92,Growth Potential
27420,2854.8,16,5,3,1,6.35,7,62.27,58.0,4.27,High Value - High Effort
27421,1292.58,15,2,0,0,2.41,1,28.77,8.0,20.77,Growth Potential
27422,2242.93,15,1,0,0,3.65,6,49.02,4.0,45.02,Growth Potential
27423,1532.37,10,2,3,1,2.46,4,32.81,46.0,-13.19,Growth Potential
27424,1524.52,14,5,2,0,5.27,9,33.5,40.0,-6.5,Growth Potential
27425,2543.9,17,4,3,1,3.83,2,55.86,54.0,1.86,High Value - High Effort
27426,1891.55,15,4,0,0,2.23,1,41.53,16.0,25.53,Growth Potential
27427,1765.37,11,1,1,0,9.44,4,37.99,14.0,23.99,Growth Potential
27428,630.17,10,5,0,0,0.25,10,13.59,20.0,-6.41,Growth Potential
27429,739.61,8,8,0,0,2.39,1,15.5,32.0,-16.5,Growth Potential
27430,833.64,9,1,2,0,2.46,6,17.71,24.0,-6.29,Growth Potential
27431,846.37,6,7,1,0,4.54,11,17.34,38.0,-20.66,Growth Potential
27432,590.6,9,5,0,1,9.59,1,12.53,28.0,-15.47,Growth Potential
27433,1714.45,12,2,0,0,1.06,7,37.12,8.0,29.12,Growth Potential
27434,2136.22,18,2,0,0,14.75,5,47.38,8.0,39.38,Growth Potential
27435,1474.6,12,3,0,0,5.97,2,32.01,12.0,20.01,Growth Potential
27436,797.55,11,4,0,1,12.26,7,17.37,24.0,-6.63,Growth Potential
27437,1917.11,14,2,1,1,2.61,8,41.86,26.0,15.86,Growth Potential
27438,1634.79,13,2,1,0,5.0,11,35.63,18.0,17.63,Growth Potential
27439,1928.34,15,5,1,1,6.57,2,42.32,38.0,4.32,Growth Potential
27440,1084.14,10,4,2,1,7.36,1,23.26,44.0,-20.74,Growth Potential
27441,560.2,5,4,3,0,2.61,7,11.03,46.0,-34.97,Growth Potential
27442,780.52,7,1,1,1,0.75,5,16.15,22.0,-5.85,Growth Potential
27443,2038.78,17,4,0,1,1.93,8,45.1,24.0,21.1,Growth Potential
27444,1451.87,13,3,1,1,5.74,2,31.74,30.0,1.74,Growth Potential
27445,1736.56,13,0,2,1,11.23,6,37.8,28.0,9.8,Growth Potential
27446,2192.84,14,2,0,0,17.8,9,47.74,8.0,39.74,Growth Potential
27447,1043.39,9,4,2,1,4.01,2,22.18,44.0,-21.82,Growth Potential
27448,1756.99,10,2,0,2,1.38,8,37.6,24.0,13.6,Growth Potential
27449,897.3,9,3,0,1,5.55,8,19.07,20.0,-0.93,Growth Potential
27450,1787.83,10,2,2,0,6.24,5,38.26,28.0,10.26,Growth Potential
27451,795.65,12,2,1,1,1.9,4,17.54,26.0,-8.46,Growth Potential
27452,1393.0,17,2,2,1,2.86,7,31.34,36.0,-4.66,Growth Potential
27453,2138.44,12,4,2,2,2.96,5,46.15,52.0,-5.85,Drainer
27454,1648.91,12,3,1,0,1.39,8,35.72,22.0,13.72,Growth Potential
27455,1477.49,11,4,0,0,3.74,3,31.86,16.0,15.86,Growth Potential
27456,763.21,8,4,0,0,1.83,2,16.0,16.0,0.0,Growth Potential
27457,769.35,9,6,2,2,1.03,4,16.34,60.0,-43.66,Drainer
27458,1280.04,11,2,0,2,6.06,4,27.65,24.0,3.65,Growth Potential
27459,2046.46,15,5,1,1,0.8,9,44.83,38.0,6.83,Growth Potential
27460,892.66,7,3,3,1,2.52,4,18.54,50.0,-31.46,Drainer
27461,1629.32,19,2,0,1,2.29,10,36.8,16.0,20.8,Growth Potential
27462,1471.5,10,3,0,0,1.14,5,31.52,12.0,19.52,Growth Potential
27463,1349.76,9,7,1,1,0.83,6,28.71,46.0,-17.29,Growth Potential
27464,1522.5,12,3,0,1,5.95,8,33.03,20.0,13.03,Growth Potential
27465,1897.45,15,3,1,0,1.65,1,41.66,22.0,19.66,Growth Potential
27466,669.84,6,6,2,2,12.7,7,13.58,60.0,-46.42,Drainer
27467,1429.87,9,4,3,2,1.27,4,30.42,62.0,-31.58,Drainer
27468,747.49,8,2,2,1,2.72,6,15.66,36.0,-20.34,Growth Potential
27469,831.61,12,2,1,0,4.38,10,18.31,18.0,0.31,Growth Potential
27470,457.61,4,1,0,1,1.98,4,8.63,12.0,-3.37,Growth Potential
27471,2042.71,18,5,1,0,4.28,8,45.39,30.0,15.39,Growth Potential
27472,1082.27,10,4,1,2,3.63,11,23.22,42.0,-18.78,Growth Potential
27473,595.07,9,2,3,0,1.26,5,12.63,38.0,-25.37,Growth Potential
27474,1303.66,11,2,1,1,0.88,5,28.15,26.0,2.15,Growth Potential
27475,2006.67,16,5,2,1,2.32,11,44.2,48.0,-3.8,Growth Potential
27476,1011.97,9,2,0,0,1.98,8,21.51,8.0,13.51,Growth Potential
27477,3089.61,16,3,2,0,3.35,9,67.27,32.0,35.27,Champion
27478,1211.47,14,4,2,1,3.05,3,26.83,44.0,-17.17,Growth Potential
27479,2480.34,19,3,1,0,1.12,3,54.93,22.0,32.93,Champion
27480,670.78,6,3,0,0,2.35,9,13.6,12.0,1.6,Growth Potential
27481,746.77,10,2,3,1,6.39,8,16.07,46.0,-29.93,Growth Potential
27482,400.64,8,4,4,2,1.22,1,8.27,72.0,-63.73,Drainer
27483,589.4,8,4,1,0,3.82,3,12.29,26.0,-13.71,Growth Potential
27484,1396.56,12,3,2,0,2.15,11,30.35,32.0,-1.65,Growth Potential
27485,928.53,8,1,0,1,3.13,7,19.52,12.0,7.52,Growth Potential
27486,1172.81,14,8,0,1,0.67,2,26.0,40.0,-14.0,Growth Potential
27487,1664.59,16,2,0,0,7.52,1,36.91,8.0,28.91,Growth Potential
27488,1659.95,17,4,1,0,2.03,5,37.02,26.0,11.02,Growth Potential
27489,1881.63,13,3,3,2,0.42,7,40.89,58.0,-17.11,Drainer
27490,1021.6,13,1,0,1,4.56,9,22.57,12.0,10.57,Growth Potential
27491,1032.3,12,6,0,0,2.54,2,22.58,24.0,-1.42,Growth Potential
27492,1849.83,15,4,1,1,0.75,6,40.64,34.0,6.64,Growth Potential
27493,2907.79,21,6,0,0,3.1,8,64.46,24.0,40.46,Champion
27494,1433.42,9,2,2,0,5.65,2,30.49,28.0,2.49,Growth Potential
27495,2728.19,21,2,1,0,1.61,10,60.64,18.0,42.64,Champion
27496,1906.63,12,4,0,0,12.64,4,41.21,16.0,25.21,Growth Potential
27497,881.51,7,6,2,1,5.06,6,18.31,52.0,-33.69,Drainer
27498,1644.83,15,5,1,1,6.14,11,36.27,38.0,-1.73,Growth Potential
27499,1578.43,12,3,0,1,5.24,8,34.22,20.0,14.22,Growth Potential
27500,960.03,10,2,2,1,10.29,1,20.62,36.0,-15.38,Growth Potential
27501,760.93,6,3,0,0,9.63,6,15.52,12.0,3.52,Growth Potential
27502,2007.98,17,2,0,0,4.11,10,44.44,8.0,36.44,Growth Potential
27503,1568.01,9,5,0,2,1.47,4,33.36,36.0,-2.64,Growth Potential
27504,1111.32,11,3,0,0,4.11,10,24.05,12.0,12.05,Growth Potential
27505,1844.51,15,5,0,1,7.15,6,40.53,28.0,12.53,Growth Potential
27506,1315.12,10,6,2,0,3.29,8,28.18,44.0,-15.82,Growth Potential
27507,640.67,5,3,1,1,7.34,4,12.75,30.0,-17.25,Growth Potential
27508,2301.91,18,5,1,0,1.43,5,50.91,30.0,20.91,Champion
27509,692.15,11,3,1,0,1.27,8,15.12,22.0,-6.88,Growth Potential
27510,1610.72,21,3,1,1,2.85,6,36.83,30.0,6.83,Growth Potential
27511,1429.65,10,2,0,1,3.25,5,30.62,16.0,14.62,Growth Potential
27512,575.44,11,1,3,1,1.19,9,12.64,42.0,-29.36,Growth Potential
27513,930.69,9,0,0,1,6.54,3,19.78,8.0,11.78,Growth Potential
27514,1078.13,9,1,0,1,2.74,4,22.92,12.0,10.92,Growth Potential
27515,1389.48,12,3,0,1,1.85,9,30.19,20.0,10.19,Growth Potential
27516,1780.63,15,1,0,0,2.85,10,39.17,4.0,35.17,Growth Potential
27517,973.24,8,2,0,0,1.16,3,20.47,8.0,12.47,Growth Potential
27518,1637.11,11,0,2,2,3.94,7,35.26,36.0,-0.74,Growth Potential
27519,1645.54,18,3,0,1,8.61,6,36.93,20.0,16.93,Growth Potential
27520,1285.5,13,1,2,0,6.32,7,28.19,24.0,4.19,Growth Potential
27521,2122.44,16,3,0,1,11.42,7,46.66,20.0,26.66,Growth Potential
27522,1697.36,11,2,2,0,3.49,7,36.54,28.0,8.54,Growth Potential
27523,1106.98,8,2,1,1,4.06,5,23.32,26.0,-2.68,Growth Potential
27524,1505.46,11,0,0,0,11.13,11,32.45,0.0,32.45,Growth Potential
27525,1609.32,16,3,1,0,6.31,5,35.73,22.0,13.73,Growth Potential
27526,1563.61,10,3,0,0,10.5,10,33.48,12.0,21.48,Growth Potential
27527,508.42,11,3,1,2,3.29,10,11.21,38.0,-26.79,Growth Potential
27528,2020.23,16,2,1,0,3.09,5,44.49,18.0,26.49,Growth Potential
27529,739.96,10,3,1,0,2.25,2,15.93,22.0,-6.07,Growth Potential
27530,2185.51,14,2,0,0,4.17,9,47.58,8.0,39.58,Growth Potential
27531,2180.74,12,2,0,0,5.65,11,47.05,8.0,39.05,Growth Potential
27532,904.51,12,1,0,2,0.5,2,19.86,20.0,-0.14,Growth Potential
27533,1682.37,15,2,2,1,1.69,4,37.07,36.0,1.07,Growth Potential
27534,2151.85,23,7,2,1,6.58,1,48.78,56.0,-7.22,Drainer
27535,476.47,8,3,1,0,7.91,9,9.89,22.0,-12.11,Growth Potential
27536,1220.98,12,2,2,0,5.28,11,26.6,28.0,-1.4,Growth Potential
27537,1272.17,12,4,0,1,7.75,2,27.7,24.0,3.7,Growth Potential
27538,1498.17,19,1,0,1,11.25,2,34.0,12.0,22.0,Growth Potential
27539,1530.41,15,1,2,1,1.34,3,33.84,32.0,1.84,Growth Potential
27540,2257.74,14,5,2,0,6.07,4,49.12,40.0,9.12,Growth Potential
27541,860.39,10,2,0,0,6.05,11,18.49,8.0,10.49,Growth Potential
27542,1247.77,10,3,1,0,2.89,11,26.75,22.0,4.75,Growth Potential
27543,1264.35,14,3,1,0,3.94,2,27.95,22.0,5.95,Growth Potential
27544,2281.28,16,3,0,0,5.32,5,50.05,12.0,38.05,Champion
27545,1134.17,10,0,0,0,3.23,3,24.33,0.0,24.33,Growth Potential
27546,1332.7,9,5,1,0,3.85,3,28.35,30.0,-1.65,Growth Potential
27547,917.08,10,7,0,0,4.73,1,19.7,28.0,-8.3,Growth Potential
27548,1707.3,13,1,1,1,6.35,8,37.18,22.0,15.18,Growth Potential
27549,1906.37,13,2,1,1,10.17,3,41.42,26.0,15.42,Growth Potential
27550,1848.15,18,1,2,0,3.47,8,41.25,24.0,17.25,Growth Potential
27551,2883.53,18,5,0,1,2.92,7,63.31,28.0,35.31,Champion
27552,1742.53,14,2,0,2,1.03,4,38.14,24.0,14.14,Growth Potential
27553,2348.02,11,3,0,1,2.0,5,50.41,20.0,30.41,Champion
27554,840.58,7,5,1,1,0.5,1,17.43,38.0,-20.57,Growth Potential
27555,2030.36,13,6,1,1,1.63,10,44.06,42.0,2.06,Growth Potential
27556,1507.83,20,0,1,1,6.77,5,34.42,18.0,16.42,Growth Potential
27557,1205.38,14,4,0,0,14.24,7,26.7,16.0,10.7,Growth Potential
27558,2267.22,15,4,1,0,6.86,7,49.54,26.0,23.54,Growth Potential
27559,1579.65,12,3,1,0,4.18,7,34.25,22.0,12.25,Growth Potential
27560,1246.93,13,1,1,2,4.71,1,27.37,30.0,-2.63,Growth Potential
27561,1536.47,12,1,1,0,1.12,1,33.33,14.0,19.33,Growth Potential
27562,851.96,7,4,1,0,3.8,4,17.68,26.0,-8.32,Growth Potential
27563,1292.93,17,3,0,1,8.15,7,29.2,20.0,9.2,Growth Potential
27564,2611.83,17,4,0,1,1.18,3,57.31,24.0,33.31,Champion
27565,1712.48,13,1,1,0,12.93,8,37.29,14.0,23.29,Growth Potential
27566,1456.14,12,1,0,2,1.8,7,31.62,20.0,11.62,Growth Potential
27567,1139.15,19,2,0,0,3.38,7,26.35,8.0,18.35,Growth Potential
27568,1453.41,12,4,1,1,3.5,1,31.56,34.0,-2.44,Growth Potential
27569,1015.62,10,3,0,0,5.72,9,21.8,12.0,9.8,Growth Potential
27570,1001.48,9,2,0,0,3.61,9,21.29,8.0,13.29,Growth Potential
27571,1723.73,14,2,0,1,8.54,10,37.74,16.0,21.74,Growth Potential
27572,918.67,11,6,2,0,4.23,6,19.95,44.0,-24.05,Growth Potential
27573,1394.69,10,5,2,0,3.66,4,29.88,40.0,-10.12,Growth Potential
27574,1144.32,9,1,0,1,5.9,5,24.33,12.0,12.33,Growth Potential
27575,1343.27,11,3,1,0,1.68,9,29.0,22.0,7.0,Growth Potential
27576,844.86,10,2,3,1,6.61,1,18.16,46.0,-27.84,Growth Potential
27577,2879.5,18,2,1,0,0.99,8,63.22,18.0,45.22,Champion
27578,574.23,12,1,0,0,5.77,2,12.82,4.0,8.82,Growth Potential
27579,1402.63,8,5,0,0,1.53,1,29.62,20.0,9.62,Growth Potential
27580,1325.32,8,2,1,1,2.97,9,27.98,26.0,1.98,Growth Potential
27581,882.96,8,2,3,0,1.76,6,18.55,38.0,-19.45,Growth Potential
27582,1322.17,9,4,0,1,4.89,2,28.12,24.0,4.12,Growth Potential
27583,649.44,10,3,3,2,0.59,2,14.0,58.0,-44.0,Drainer
27584,662.97,7,3,1,2,4.45,11,13.65,38.0,-24.35,Growth Potential
27585,2004.33,14,2,0,0,2.89,3,43.72,8.0,35.72,Growth Potential
27586,1226.98,10,5,0,0,3.42,7,26.31,20.0,6.31,Growth Potential
27587,699.37,7,5,0,0,3.1,9,14.42,20.0,-5.58,Growth Potential
27588,478.33,9,4,0,0,3.82,4,10.14,16.0,-5.86,Growth Potential
27589,501.57,9,0,0,2,10.83,1,10.64,16.0,-5.36,Growth Potential
27590,1689.78,14,1,1,1,3.05,2,37.02,22.0,15.02,Growth Potential
27591,836.28,9,4,0,0,2.82,8,17.77,16.0,1.77,Growth Potential
27592,1603.72,14,5,0,0,0.61,7,35.19,20.0,15.19,Growth Potential
27593,2770.65,14,6,1,2,0.54,2,60.05,50.0,10.05,High Value - High Effort
27594,323.95,4,2,1,0,3.8,4,5.79,18.0,-12.21,Growth Potential
27595,1140.83,10,4,0,0,1.72,8,24.47,16.0,8.47,Growth Potential
27596,1486.14,18,5,1,1,2.25,1,33.53,38.0,-4.47,Growth Potential
27597,638.7,5,3,2,1,3.8,3,12.71,40.0,-27.29,Growth Potential
27598,1942.85,13,2,2,0,1.86,3,42.2,28.0,14.2,Growth Potential
27599,662.94,7,3,0,1,2.62,7,13.65,20.0,-6.35,Growth Potential
27600,1321.35,12,2,0,1,6.57,8,28.74,16.0,12.74,Growth Potential
27601,2408.78,19,5,2,2,1.82,9,53.4,56.0,-2.6,High Value - High Effort
27602,1493.47,10,3,0,1,1.42,3,31.98,20.0,11.98,Growth Potential
27603,974.76,7,1,0,0,3.67,6,20.29,4.0,16.29,Growth Potential
27604,1056.78,12,2,2,1,2.83,5,23.11,36.0,-12.89,Growth Potential
27605,1988.28,14,4,2,1,0.72,11,43.38,44.0,-0.62,Growth Potential
27606,1146.03,10,5,0,1,1.75,8,24.58,28.0,-3.42,Growth Potential
27607,1811.18,12,5,0,0,9.1,9,39.18,20.0,19.18,Growth Potential
27608,1066.56,9,2,0,1,2.14,2,22.67,16.0,6.67,Growth Potential
27609,616.7,9,0,2,0,1.03,2,13.09,20.0,-6.91,Growth Potential
27610,1176.66,9,8,0,0,1.48,1,25.02,32.0,-6.98,Growth Potential
27611,1538.34,12,4,1,0,9.46,7,33.37,26.0,7.37,Growth Potential
27612,1198.67,9,3,1,0,3.25,3,25.49,22.0,3.49,Growth Potential
27613,1061.05,13,0,1,2,3.48,2,23.41,26.0,-2.59,Growth Potential
27614,1437.59,10,1,1,0,6.61,4,30.79,14.0,16.79,Growth Potential
27615,1900.51,16,2,2,0,5.59,1,41.94,28.0,13.94,Growth Potential
27616,2379.94,17,0,0,1,3.76,3,52.36,8.0,44.36,Champion
27617,831.45,5,4,0,0,1.93,9,16.81,16.0,0.81,Growth Potential
27618,1643.43,14,5,0,0,3.28,1,36.03,20.0,16.03,Growth Potential
27619,2313.52,16,5,0,0,1.96,4,50.74,20.0,30.74,Champion
27620,2025.75,14,4,1,1,4.47,10,44.18,34.0,10.18,Growth Potential
